news	explanation	label
上海一KTV出现漏网之鱼，造成全市KTV停业？	从明天（3月30日）开始ktv全部停业，原因是因为上海某地发现漏网之鱼在ktv带菌传染，造成大面积人员传染上病毒，望友友们还是少出门，出门戴口罩，勤洗手，严防死守。国家文旅部3月28日向全国发布的一条紧急通知：对于所有复工的娱乐场所都要暂时关停，包括ktv、网吧、电影院等。记者也致电上海部分ktv、网吧等场所得知，部分上海娱乐场所也接到了同样的要求，已再次暂停开放，但未听说是由于网传“漏网之鱼”之故。记者向传言中涉及的上海相关区域政府部门求证，均被告知所谓辖区“发现漏网之鱼”的说法纯属谣言。事实上，从“上海发布”公布的疫情数据也可以得知，近5日，上海无新增本地新冠肺炎确诊病例；相关新增输入病例中，几乎都在入关后即被隔离观察或被送至指定医疗机构留观，在沪没有活动轨迹。	假
上海杨浦凤城花园出现输入病例？	日前有一段视频在网上热传，称杨浦一小区内发现一名境外回来的新冠肺炎确诊患者，且已被带走。3月27日晚，上海市杨浦区政府官方微博“@上海杨浦”回应称，“3月24日下午6时左右，一名境外来沪人员在集中留验点经检测核酸阴性后，由专用大巴送到凤城花园进行居家隔离。网传视频为该入境人士下车时陪同转运工作人员与社区卫生服务中心医务人员交接的场景。目前该入境人士正在家中进行规范的居家隔离观察。”视频中大巴车放下乘客后即驶离，也与传言的“将人带走”不符；从围观居民的言语中也能得知，下车乘客即将在凤城花园小区进行居家隔离，想必视频中应该是等待社区工作人员前来交接的场景。	假
中国疫情二次爆发是大概率事件？	某微信公众号发表了一篇标题为《WHO权威专家艾尔沃德：中国新冠疫情二次爆发将是大概率事件！》的文章，文章称艾尔沃德认为中国新冠疫情二次爆发将是大概率事件，“中国会不会爆发二次疫情呢？从现在情况看，非常危险，中国一系列的政策组合让二次疫情爆发的概率越来越高。”3月23日美国时代杂志对布鲁斯·艾尔沃德进行过专访，专访中布鲁斯·艾尔沃德认为中国新冠肺炎疫情有出现反复的可能性，但并未表示中国大概率会遭遇新冠肺炎疫情二次爆发，文章《WHO权威专家艾尔沃德：中国新冠疫情二次爆发将是大概率事件！》的表述并不准确。同时，《WHO权威专家艾尔沃德：中国新冠疫情二次爆发将是大概率事件！》文章中“入境隔离政策造成了疫情在中国二次爆发的源头传染源”、“交通工具传播和健康码互认制度是中国疫情二次爆发的扩大器”、“口罩和堂食，是一个城市小规模爆发和大规模爆发的区别”等内容，并未出现在任何布鲁斯·艾尔沃德的采访中。	假
英国首相鲍里斯约翰逊新冠病毒检测呈阳性？	英国首相感染新冠病毒。英国广播公司3月27日报道，英国首相鲍里斯约翰逊新冠病毒检测呈阳性。	真
中国出口捷克新冠快速检测试剂错误率80%？	网传消息称：“捷克媒体披露，从中国买了15万核酸检测盒，其中80%的检测结果离谱，捷克政府只能放弃所有中国产核酸检测盒。”早在3月23日，捷克卫生部副部长罗曼·普米拉（Roman Prymula）在接受当地媒体采访时就已澄清：快速检测不是结论性，而是指示性的；检测的错误率并不如这位卫生学家所说的高达80%，而只有20%-30%。事实上，核酸检测的确暂时无法做到100%准确。2月17日，中华医学会感染病学分会主任委员、北京大学第一医院感染疾病科主任王贵强在接受媒体采访时，针对“核酸检测可能出现的不准确”问题进行回应。他表示，首先核酸检测本身的稳定性是很好的。出现一些所谓检不出的情况或者假阴性的情况，主要原因是任何检测方法都有一个敏感性的问题。从病程方面来看，可能是病毒量很少，在上呼吸道可能检测不出来，并且这还与取样方法息息相关。	假
世界三大男高音之一多明戈因新冠肺炎去世？	本周早些时候，关于多明戈去世的消息在网络传开，引起了全世界歌迷的关注，不少人甚至写起了“Rest in peace”（安息）。去世的另有其人。他的名字也叫多明戈，他是菲律宾演员，死于新冠肺炎，享年68岁。3月22日，79岁的男高音普拉西多·多明戈（Plácido Domingo）在自己的社交媒体上宣布被感染了新冠病毒。当时，他住在纽约的住所中。在过去对一周他咳嗽和高烧感到不适。经诊断，被感染了新冠病毒。3月25日，多明戈曾在Facebook主页用双语回应，“收到这么多人发来的慰问消息，我非常感激、非常感动，衷心感谢你们！请大家保持健康，保证安全，待在家里！”	假
西班牙要撤侨，早登记早登机？	旅西华文媒体发出有关“出国及海外中国公民自愿登记”的文章。介绍中国领事服务网“出国及海外公民自愿登记”系统，并称“撤侨的顺序就是由登记的顺序来决定的，早登记，早登机”。中国驻西西班牙大使馆发文称，“出国及海外中国公民自愿登记”是中国外交部领事司于2013年开发并推出的在线应用系统，旨在为出国旅行的中国公民提供个人（团组）及旅行信息登记服务，以便及时推送各类安全提醒信息，在紧急情况发生时方便取得联系，及时提供领事保护与协助。欢迎大家在自愿基础上登记相关个人信息。目前，并无安排包机或撤侨的计划。在“出国及海外中国公民自愿登记”系统上的登记顺序也与所谓“登机顺序”无关。	假
拥吻照中的意大利医生夫妇抢救了百名病人后感染死亡？	一对外国夫妇的照片引起大量转发，一对男女戴口罩紧紧拥抱对方的照片，并且声称这是意大利的一对医生夫妇，他们连续工作一个星期，抢救了134名新冠肺炎患者后，之后因为被感染上新冠病毒，都失去了生命。这张照片曾被美国媒体用于有关西班牙疫情的报道中，拍摄者是美联社驻西班牙和葡萄牙首席摄影师Emilio Morenatti，最初的照片说明是“2020年3月12日，星期四，一对男妇在西班牙巴塞罗那机场亲吻”。Emilio Morenatti还在自己的推特上发过这张照片，配的说明文字是“2020年3月12日，星期四，一对夫妇在西班牙巴塞罗那机场亲吻。”	假
英国王储查尔斯王子新冠病毒检测呈阳性？	英国王储威尔士亲王查尔斯王子在新冠病毒检测中呈阳性。据英国《电讯报》3月25日报道，查尔斯的发言人25日宣布：“威尔士亲王（英国王储的称号）在新冠病毒检测中呈阳性”，发言人还称，查尔斯目前已出现轻微症状。	真
首部抗疫剧演员确定，陈道明饰演钟南山？	国内首部反映防疫抗疫感人事迹的“时代报告剧”《在一起》，将由朱一龙、王凯、靳东、李现等多位知名演员出演，陈道明将在剧中出演钟南山一角。红星新闻记者联系了出品方耀客传媒相关人士，对方表示，此消息为假。首先，编剧六六还在武汉一线采访；其次，演员挑选工作还未开始。	假
广西支援湖北医疗队护士去世？	广西第七批援湖北抗疫医疗队一名梁姓护士，2月28日突然晕倒，经抢救无效去世。广西壮族自治区卫健委官网2月28日晚通报称，2月28日上午9时30分，广西第七批援湖北抗疫医疗队在武汉协和医院西院抗疫一线的一名梁姓护士，在离开隔离病区时突然晕倒，经医护人员就地抢救，其自主心跳和呼吸已恢复。3月24日，北青报记者从武汉协和医院西院区获悉，目前梁护士仍在医院救治，其自主心跳和呼吸恢复，意识有一些反应。24日上午，将为梁护士组织专家会诊，“很困难”，该工作人员说。	假
武汉不再对新冠肺炎病人免费治疗？	武汉多个小区给业主（住户）的《告知书》称，根据武汉市委、市政府通知，24日起对非公外出发生新冠肺炎“接触、疑似、感染、确诊”等四类人员，武汉市政府不再给予免费治疗，相关隔离、检查、住宿等费用8000元，确诊患者治疗费用40万元由市民自己承担。记者联系其中一个发布消息的小区，张家湾街及佳兆业物业，相关负责人表示，这一信息是物业公司工作人员转载自网上的信息。张家湾街道表示，目前已经要求社区督促马上撤销不实消息，并发布澄清事实和承认错误的通知。武汉市卫健委对此回应，并没有接到此类通知。“目前，武汉新冠肺炎患者治疗个人负担相关政策依照国家、省市要求严格执行。符合条件的费用，仍然按照按医疗保险有关政策规定报销。”武汉市医疗保障局工作人员表示，也没有发过此类通告。	假
